@relation MLBWinRates

@attribute HR numeric
@attribute SOA numeric
@attribute R numeric
@attribute RA numeric
@attribute SLG numeric
@attribute ERA numeric
@attribute BB numeric
@attribute WHIP numeric
@attribute AVG numeric
@attribute Result {.400,.450,.500,.550,.600}

@data
156,1117,877,740,0.426,3.95,665,1.35,0.274,.550
139,666,589,497,0.438,4.31,438,1.36,0.272,.550
121,754,633,498,0.444,3.95,497,1.33,0.287,.550
167,666,679,562,0.484,4.36,382,1.47,0.29,.550
100,717,574,532,0.419,4.23,376,1.37,0.269,.550
137,865,542,448,0.434,3.57,377,1.27,0.267,.550
124,799,609,490,0.449,3.78,388,1.33,0.286,.550
120,739,602,503,0.445,3.97,394,1.37,0.278,.550
175,888,791,698,0.455,4.39,560,1.4,0.28,.550
161,903,747,623,0.44,4.03,519,1.31,0.27,.550
162,1139,871,787,0.436,4.65,632,1.44,0.288,.550
221,976,928,799,0.469,4.66,660,1.48,0.284,.550
197,1245,773,648,0.432,3.54,530,1.24,0.27,.550
150,1212,703,652,0.384,3.48,516,1.3,0.252,.550
147,1194,771,682,0.402,3.73,601,1.28,0.265,.550
161,1165,891,688,0.436,3.84,676,1.36,0.287,.550
264,1207,925,833,0.485,4.79,626,1.45,0.28,.550
136,1188,740,669,0.395,3.83,686,1.38,0.259,.550
172,1044,784,793,0.414,4.41,642,1.43,0.258,.550
205,1025,876,729,0.463,4.19,541,1.33,0.28,.550
212,1207,831,792,0.433,4.5,601,1.42,0.264,.550
176,1131,836,718,0.448,4,597,1.3,0.278,.550
209,1120,1009,860,0.467,4.9,743,1.47,0.289,.550
230,979,945,859,0.479,5.07,611,1.49,0.293,.550
209,1081,865,711,0.451,3.99,569,1.33,0.272,.550
168,1204,823,675,0.42,3.84,728,1.35,0.267,.550
181,1172,853,711,0.434,4.27,717,1.37,0.279,.550
216,1037,978,839,0.47,4.66,591,1.46,0.286,.550
221,1213,950,816,0.47,4.84,685,1.51,0.288,.550
239,963,947,813,0.458,4.58,750,1.5,0.27,.550
198,998,907,780,0.442,4.5,775,1.44,0.269,.550
179,1093,810,714,0.429,4.05,595,1.33,0.271,.550
198,1164,807,738,0.43,4.16,675,1.36,0.263,.550
226,1076,925,747,0.472,4.21,709,1.44,0.278,.550
235,1100,887,771,0.455,4.38,675,1.4,0.27,.550
212,1218,897,821,0.458,4.64,577,1.44,0.278,.550
203,1266,804,713,0.435,4.02,519,1.31,0.267,.550
208,1297,818,677,0.442,3.87,587,1.24,0.267,.550
208,1228,847,769,0.451,4.37,581,1.33,0.271,.550
235,1080,799,748,0.46,4.18,625,1.38,0.266,.550
199,1083,814,684,0.441,3.93,529,1.33,0.27,.550
177,1157,859,665,0.444,3.75,545,1.22,0.277,.550
167,1026,768,712,0.437,4.12,472,1.31,0.272,.550
152,1063,814,699,0.419,4.07,629,1.29,0.275,.550
155,1132,713,643,0.409,3.69,428,1.28,0.264,.550
198,992,783,616,0.442,3.54,616,1.3,0.267,.550
175,1009,787,648,0.425,3.7,542,1.32,0.268,.550
238,1141,961,809,0.491,4.48,620,1.36,0.289,.550
155,997,801,758,0.431,4.41,512,1.32,0.277,.550
176,1018,768,643,0.417,3.63,556,1.27,0.254,.550
139,1001,795,637,0.41,3.76,586,1.25,0.271,.550
157,1132,751,692,0.421,4.04,515,1.35,0.266,.550
162,1164,836,734,0.429,4.28,450,1.36,0.282,.550
191,1123,780,715,0.431,4.03,513,1.32,0.266,.550
189,1034,793,742,0.433,4.17,608,1.37,0.27,.550
178,1025,803,668,0.434,3.74,587,1.38,0.27,.550
187,1282,803,698,0.436,4.05,590,1.35,0.267,.550
203,1066,761,684,0.423,4.01,536,1.31,0.262,.550
183,1020,850,770,0.438,4.29,705,1.39,0.27,.550
199,959,910,805,0.454,4.74,653,1.39,0.281,.550
207,1050,790,642,0.453,3.61,503,1.22,0.271,.550
147,1126,761,643,0.409,3.68,447,1.27,0.27,.550
229,985,886,789,0.45,4.52,637,1.37,0.276,.550
184,929,769,674,0.435,3.98,534,1.39,0.265,.550
236,1012,868,794,0.464,4.61,502,1.36,0.28,.550
203,1003,822,675,0.449,3.84,430,1.32,0.274,.550
143,1164,801,683,0.425,3.95,490,1.28,0.287,.550
210,1019,930,767,0.461,4.41,649,1.36,0.285,.550
175,1003,771,727,0.412,4.21,650,1.41,0.26,.550
200,1161,834,731,0.445,4.14,547,1.32,0.264,.550
166,1149,867,657,0.444,3.87,689,1.27,0.279,.550
178,1047,811,704,0.428,4.05,590,1.32,0.268,.550
123,1156,822,731,0.417,4.23,507,1.36,0.284,.550
201,1009,968,777,0.463,4.49,637,1.43,0.29,.550
171,1088,712,732,0.413,4.13,532,1.38,0.25,.550
171,967,860,758,0.437,4.32,622,1.36,0.28,.550
173,1185,845,694,0.447,4.01,646,1.33,0.28,.550
180,1143,774,671,0.422,3.82,626,1.29,0.26,.550
198,1110,750,689,0.431,3.87,550,1.33,0.253,.550
214,1081,799,680,0.438,3.89,586,1.36,0.255,.550
212,1230,872,736,0.454,4.35,659,1.41,0.27,.550
173,1062,883,761,0.441,4.45,547,1.41,0.285,.550
190,1154,804,715,0.441,4.24,660,1.36,0.261,.550
145,1272,780,611,0.412,3.41,607,1.25,0.27,.550
224,1153,820,709,0.447,4.16,589,1.35,0.258,.550
160,1049,730,640,0.415,3.66,528,1.3,0.263,.550
142,1048,781,671,0.422,3.95,559,1.29,0.273,.550
201,1154,859,693,0.436,4.06,662,1.31,0.267,.550
160,1189,802,649,0.403,3.78,672,1.26,0.247,.550
162,1181,787,687,0.419,3.93,511,1.31,0.276,.550
139,1241,738,629,0.401,3.57,634,1.27,0.258,.550
188,1130,790,685,0.436,4.02,522,1.33,0.272,.550
166,1183,772,640,0.413,3.68,560,1.25,0.26,.550
132,1295,665,581,0.371,3.41,538,1.25,0.246,.550
162,1331,697,583,0.408,3.36,487,1.27,0.257,.550
203,1213,875,737,0.461,4.2,578,1.31,0.28,.550
169,1115,787,711,0.434,4.04,521,1.32,0.277,.550
222,1222,867,657,0.444,3.73,627,1.32,0.263,.550
172,1143,707,614,0.402,3.58,571,1.22,0.244,.550
210,1179,855,677,0.46,3.79,475,1.24,0.283,.550
172,1058,731,662,0.413,3.8,531,1.29,0.25,.550
185,1257,721,638,0.425,3.64,481,1.24,0.261,.550
162,1098,762,692,0.425,3.79,542,1.31,0.273,.550
214,1177,712,705,0.417,3.9,480,1.29,0.247,.550
245,1318,804,668,0.453,3.86,565,1.27,0.265,.550
195,1136,713,614,0.404,3.5,550,1.24,0.238,.550
175,1383,697,577,0.394,3.19,571,1.17,0.24,.550
200,1286,808,707,0.446,4.02,478,1.26,0.273,.550
149,1232,700,600,0.389,3.42,567,1.23,0.247,.550
172,1248,669,588,0.411,3.34,481,1.23,0.251,.550
103,1237,718,649,0.397,3.68,483,1.27,0.269,.550
3,23,401,303,0.422,3.55,60,1.48,0.31,.600
10,22,302,241,0.374,2.76,60,1.34,0.27,.600
9,16,376,266,0.435,4.95,46,1.53,0.32,.600
14,0,617,434,0.37,3.02,27,1.22,0.29,.600
7,0,521,236,0.409,1.99,28,1.08,0.317,.600
4,0,523,362,0.327,2.55,55,1.27,0.276,.600
4,0,539,349,0.38,3.01,69,1.29,0.317,.600
12,34,644,451,0.407,3.01,40,1.42,0.316,.600
13,31,739,460,0.435,2.59,62,1.39,0.338,.600
8,28,526,396,0.341,2.77,62,1.4,0.277,.600
18,0,735,415,0.41,2.36,32,1.27,0.314,.600
8,0,500,377,0.329,2.3,38,1.19,0.261,.600
14,0,831,343,0.407,1.7,31,1.07,0.32,.600
2,0,557,343,0.313,1.61,40,0.94,0.261,.600
10,0,699,402,0.375,2.11,40,1.19,0.29,.600
8,51,624,257,0.417,1.76,70,1.08,0.337,.600
2,114,429,261,0.322,1.67,39,0.96,0.267,.600
2,103,386,229,0.313,1.22,59,0.89,0.259,.600
4,177,419,263,0.37,2.15,65,1.09,0.296,.600
2,184,298,241,0.3,2.32,35,1.16,0.241,.600
5,220,333,281,0.331,1.84,58,1.11,0.276,.600
20,230,562,348,0.368,2.19,90,1.07,0.274,.600
12,329,612,355,0.381,2.18,91,1.07,0.296,.600
4,367,538,317,0.36,1.93,104,0.97,0.279,.600
8,286,419,299,0.313,1.64,89,0.89,0.248,.600
12,228,550,379,0.38,2.43,140,1.13,0.295,.600
5,165,489,268,0.332,1.65,102,1.02,0.264,.600
15,279,604,353,0.389,2.22,142,1.01,0.277,.600
11,273,463,356,0.334,2.27,102,1.03,0.25,.600
34,215,662,413,0.363,2.26,139,1.08,0.262,.600
20,347,720,547,0.345,2.88,194,1.16,0.262,.600
7,325,549,409,0.321,2.23,125,1,0.255,.600
34,538,669,456,0.408,2.55,123,1.1,0.276,.600
13,299,679,540,0.393,2.78,129,1.24,0.273,.600
40,526,585,459,0.351,2.68,196,1.03,0.24,.600
36,308,754,512,0.354,3.33,154,1.16,0.254,.600
17,470,573,425,0.34,2.17,146,0.94,0.254,.600
22,611,734,423,0.349,2.46,203,0.93,0.262,.600
11,477,658,539,0.326,2.67,174,1.07,0.249,.600
36,742,684,468,0.351,2.47,207,1.03,0.254,.600
21,639,665,388,0.315,1.61,300,0.96,0.241,.600
26,503,703,466,0.356,2.38,147,1.01,0.271,.600
0,139,53,34,0.286,2.25,20,0.6,0.223,.600
32,550,887,429,0.394,1.96,181,0.95,0.292,.600
17,378,677,461,0.321,2.44,234,1.04,0.246,.600
54,458,834,470,0.385,2.23,340,1.05,0.264,.600
16,516,691,370,0.359,1.72,221,1.03,0.269,.600
20,583,944,592,0.36,2.49,400,1.15,0.273,.600
53,647,900,555,0.401,2.54,460,1.14,0.279,.600
53,592,829,538,0.39,2.85,374,1.15,0.28,.600
21,588,692,558,0.356,2.86,237,1.23,0.269,.600
26,540,621,498,0.327,2.45,282,1.14,0.24,.600
39,334,1131,761,0.413,3.77,442,1.32,0.307,.600
55,337,969,714,0.434,3.95,352,1.36,0.299,.600
47,435,901,702,0.389,3.47,385,1.31,0.274,.600
25,577,758,584,0.321,2.33,353,1.05,0.242,.600
31,596,827,594,0.344,2.41,303,1.09,0.25,.600
36,517,789,501,0.324,2.09,410,0.96,0.25,.600
55,726,659,479,0.336,1.96,270,1,0.242,.600
47,471,995,706,0.364,3.61,550,1.32,0.263,.600
58,617,957,680,0.37,3,493,1.28,0.266,.600
42,497,826,626,0.363,3.36,471,1.34,0.27,.600
52,558,935,708,0.393,3.47,538,1.39,0.282,.600
15,587,819,588,0.35,2.57,410,1.17,0.279,.600
43,403,884,620,0.369,3.06,517,1.31,0.264,.600
67,504,847,692,0.355,3.24,516,1.28,0.26,.600
54,345,992,767,0.398,3.79,652,1.55,0.282,.600
52,524,1028,675,0.38,3.03,651,1.36,0.274,.600
58,621,976,753,0.355,3.27,625,1.38,0.266,.600
54,525,847,658,0.357,2.76,532,1.28,0.255,.600
60,477,832,730,0.359,3.47,526,1.38,0.253,.600
30,597,935,733,0.35,3.25,629,1.34,0.262,.600
34,509,862,649,0.327,2.86,526,1.21,0.25,.600
26,472,855,613,0.34,2.41,552,1.19,0.254,.600
65,253,1008,795,0.391,4.43,561,1.48,0.29,.600
37,280,970,766,0.411,4.08,537,1.49,0.299,.600
33,275,1171,819,0.483,5,516,1.65,0.343,.600
103,262,1220,1002,0.484,5.41,535,1.66,0.331,.600
43,395,940,789,0.409,3.83,476,1.51,0.301,.600
25,244,1009,646,0.427,3.8,355,1.45,0.324,.600
29,326,917,720,0.395,3.91,472,1.42,0.305,.600
23,302,995,662,0.429,3.67,386,1.39,0.328,.600
20,219,783,620,0.388,3.67,382,1.4,0.294,.600
28,336,840,650,0.391,3.46,436,1.37,0.301,.600
19,361,964,674,0.414,3.55,437,1.4,0.325,.600
45,329,1025,665,0.426,3.65,423,1.4,0.319,.600
31,456,895,695,0.392,3.47,404,1.43,0.299,.600
12,422,933,623,0.368,2.9,519,1.24,0.302,.600
53,432,872,614,0.377,2.98,405,1.24,0.29,.600
19,294,831,740,0.359,3.5,455,1.4,0.271,.600
27,331,892,658,0.383,3.25,477,1.41,0.291,.600
39,385,858,645,0.377,3.26,431,1.26,0.287,.600
31,281,916,743,0.395,3.47,441,1.33,0.301,.600
26,300,816,722,0.383,3.89,421,1.45,0.293,.600
32,394,819,631,0.37,2.98,475,1.28,0.276,.600
29,505,776,534,0.379,2.58,386,1.16,0.286,.600
38,455,775,636,0.389,3.29,343,1.37,0.287,.600
18,564,775,440,0.374,2.3,372,1.1,0.286,.600
48,579,708,504,0.392,2.57,262,1.12,0.272,.600
20,628,729,567,0.344,2.95,379,1.29,0.272,.600
34,454,793,613,0.393,2.91,364,1.28,0.286,.600
26,612,608,466,0.34,2.12,347,1.02,0.247,.600
27,684,598,526,0.347,2.57,312,1.08,0.259,.600
22,618,599,517,0.315,2.3,298,1.12,0.248,.600
31,707,744,476,0.344,2.17,434,1.07,0.262,.600
11,613,612,451,0.304,1.99,439,1.05,0.237,.600
24,895,623,492,0.338,2.19,376,1.12,0.255,.600
12,627,667,442,0.314,2.04,448,1.08,0.245,.600
39,760,780,505,0.368,2.39,517,1.11,0.273,.600
22,512,692,570,0.35,2.86,382,1.2,0.266,.600
7,543,570,460,0.286,2.13,453,1.07,0.23,.600
20,702,705,381,0.339,1.75,448,1.05,0.262,.600
15,639,625,510,0.321,2.49,563,1.2,0.255,.600
12,532,623,470,0.327,2.21,424,1.14,0.261,.600
11,512,694,532,0.335,2.33,315,1.21,0.266,.600
22,789,582,511,0.329,2.35,384,1.1,0.254,.600
13,586,574,390,0.311,1.73,435,1.06,0.25,.600
19,668,624,461,0.321,2.14,418,1.1,0.249,.600
20,656,652,456,0.333,2.14,494,1.06,0.267,.600
25,468,585,469,0.332,2.12,420,1.1,0.247,.600
19,528,666,493,0.342,2.26,397,1.14,0.267,.600
21,728,605,408,0.343,1.93,403,1.06,0.256,.600
20,680,635,390,0.322,1.75,420,1.04,0.245,.600
26,735,623,546,0.328,2.27,530,1.14,0.254,.600
25,490,699,447,0.353,2.07,479,1.07,0.26,.600
19,789,673,441,0.355,1.79,409,1.09,0.266,.600
34,609,712,499,0.366,2.51,542,1.19,0.268,.600
35,739,861,601,0.398,3.01,424,1.33,0.296,.600
41,771,756,542,0.39,2.69,530,1.2,0.279,.600
29,712,799,544,0.38,2.76,565,1.2,0.277,.600
43,554,756,668,0.387,3.42,560,1.33,0.277,.600
47,652,823,571,0.395,2.58,514,1.23,0.286,.600
39,664,751,565,0.398,2.85,420,1.27,0.284,.600
33,630,794,592,0.375,3.19,534,1.28,0.28,.600
30,651,684,515,0.361,2.42,444,1.12,0.273,.600
29,720,749,529,0.352,2.78,545,1.27,0.272,.600
35,606,657,548,0.335,2.74,502,1.23,0.251,.600
14,634,669,499,0.339,2.39,527,1.15,0.26,.600
25,635,717,509,0.348,2.43,583,1.14,0.258,.600
23,550,778,597,0.358,2.86,681,1.24,0.268,.600
28,634,585,471,0.345,2.12,355,1.1,0.261,.600
18,517,656,464,0.326,2.16,522,1.16,0.253,.600
39,551,635,457,0.343,2.27,373,1.09,0.261,.600
21,472,538,393,0.342,2.18,358,1.12,0.265,.600
25,468,667,534,0.38,3.04,427,1.25,0.287,.600
24,432,636,537,0.381,2.94,498,1.29,0.278,.600
20,407,577,401,0.342,2.23,405,1.1,0.263,.600
40,340,605,470,0.366,2.7,328,1.16,0.269,.600
37,438,794,665,0.402,3.59,471,1.35,0.295,.600
35,466,857,642,0.417,3.41,574,1.34,0.303,.600
115,480,838,629,0.426,3.32,539,1.34,0.28,.600
28,553,660,528,0.367,2.62,359,1.2,0.277,.600
42,475,925,712,0.43,3.9,623,1.43,0.308,.600
134,481,948,708,0.464,3.82,588,1.42,0.3,.600
75,357,840,637,0.421,3.55,469,1.31,0.298,.600
95,458,758,618,0.412,3.39,497,1.31,0.287,.600
98,534,867,643,0.455,3.38,473,1.32,0.313,.600
80,388,852,658,0.428,3.45,448,1.32,0.305,.600
105,506,823,622,0.422,3.62,521,1.34,0.291,.600
85,453,854,679,0.415,3.9,487,1.35,0.295,.600
95,406,857,641,0.432,3.62,467,1.35,0.3,.600
56,463,829,670,0.411,3.7,533,1.46,0.303,.600
78,386,912,715,0.449,3.87,499,1.41,0.307,.600
158,431,975,599,0.489,3.2,635,1.3,0.307,.600
54,435,817,659,0.412,3.66,437,1.31,0.305,.600
84,394,754,665,0.408,3.57,484,1.3,0.278,.600
133,487,894,685,0.45,3.74,562,1.39,0.296,.600
89,607,829,615,0.436,3.36,533,1.3,0.295,.600
118,399,807,653,0.43,3.67,444,1.33,0.293,.600
113,422,807,636,0.425,3.38,568,1.32,0.281,.600
122,573,901,615,0.451,3.44,543,1.37,0.296,.600
139,548,982,758,0.452,4.16,589,1.49,0.303,.600
125,672,951,751,0.452,4.28,599,1.42,0.294,.600
57,524,892,689,0.426,3.96,537,1.37,0.302,.600
155,686,1067,760,0.457,4.2,748,1.42,0.297,.600
118,574,858,626,0.435,3.47,528,1.32,0.287,.600
60,626,815,614,0.411,3.45,432,1.39,0.286,.600
160,780,1002,724,0.454,3.98,766,1.41,0.286,.600
172,595,981,752,0.457,4.45,647,1.43,0.29,.600
61,437,840,716,0.408,4.16,505,1.44,0.284,.600
144,711,927,768,0.44,4.36,700,1.51,0.283,.600
60,447,850,665,0.402,3.82,539,1.34,0.287,.600
74,640,958,708,0.424,4.06,639,1.43,0.3,.600
135,656,842,669,0.419,3.76,700,1.37,0.278,.600
126,499,760,583,0.405,3.19,406,1.27,0.275,.600
104,689,799,656,0.425,3.69,392,1.35,0.288,.600
106,584,919,665,0.435,3.82,627,1.44,0.29,.600
88,589,847,597,0.414,3.26,464,1.3,0.288,.600
86,602,829,625,0.405,3.52,404,1.32,0.284,.600
182,624,1065,731,0.483,4.17,700,1.53,0.3,.600
174,652,979,671,0.456,3.65,709,1.38,0.283,.600
96,596,811,682,0.416,3.97,538,1.4,0.287,.600
111,653,732,602,0.403,3.43,412,1.28,0.278,.600
174,567,966,710,0.446,3.91,749,1.45,0.274,.600
166,565,967,556,0.451,3.31,701,1.32,0.287,.600
98,637,767,595,0.405,3.27,500,1.31,0.278,.600
98,603,779,633,0.432,3.59,475,1.35,0.294,.600
89,557,707,528,0.379,3.05,453,1.21,0.266,.600
151,589,830,631,0.419,3.53,616,1.37,0.269,.600
101,603,800,581,0.405,3.14,600,1.22,0.272,.600
70,659,734,589,0.377,3.19,540,1.26,0.272,.600
103,500,761,594,0.403,3.44,591,1.34,0.276,.600
108,558,801,507,0.394,2.91,591,1.23,0.269,.600
62,612,742,510,0.362,2.84,572,1.21,0.265,.600
60,651,755,482,0.379,2.55,551,1.18,0.268,.600
100,653,669,542,0.376,2.93,624,1.21,0.256,.600
70,639,679,475,0.391,2.57,428,1.21,0.279,.600
100,637,772,490,0.402,2.67,544,1.19,0.275,.600
57,541,735,532,0.372,2.98,554,1.23,0.277,.600
64,510,756,583,0.371,3.24,515,1.31,0.273,.600
109,667,792,594,0.402,3.38,687,1.33,0.271,.600
55,647,701,570,0.361,3.05,691,1.38,0.26,.600
81,607,712,545,0.381,3.01,530,1.3,0.265,.600
115,691,794,568,0.407,3.39,610,1.35,0.271,.600
83,592,774,668,0.384,3.82,732,1.4,0.272,.600
121,513,907,720,0.409,4.26,823,1.48,0.274,.600
155,595,840,568,0.431,3.22,646,1.33,0.282,.600
139,654,857,633,0.432,3.75,623,1.41,0.278,.600
131,598,896,667,0.42,3.97,835,1.48,0.282,.600
115,671,829,637,0.4,3.69,731,1.49,0.269,.600
152,743,879,651,0.419,3.8,638,1.34,0.274,.600
102,606,766,616,0.404,3.44,569,1.32,0.277,.600
161,630,1027,804,0.464,4.88,719,1.59,0.302,.600
114,576,837,713,0.417,4.12,722,1.42,0.282,.600
159,712,914,691,0.441,4.15,687,1.48,0.282,.600
140,642,696,594,0.389,3.38,606,1.34,0.256,.600
140,664,798,621,0.408,3.56,605,1.35,0.269,.600
184,693,855,672,0.434,3.88,603,1.34,0.275,.600
179,625,781,641,0.418,3.48,671,1.29,0.26,.600
148,671,763,606,0.404,3.32,626,1.3,0.262,.600
129,666,727,557,0.403,3.14,566,1.32,0.267,.600
153,773,775,603,0.399,3.53,663,1.31,0.262,.600
139,604,801,547,0.417,3.2,656,1.32,0.273,.600
208,817,955,689,0.474,4.1,655,1.34,0.285,.600
94,701,711,521,0.379,3.05,604,1.28,0.267,.600
156,678,746,504,0.403,2.78,637,1.2,0.262,.600
133,655,805,563,0.408,3.26,650,1.33,0.268,.600
186,692,732,550,0.424,3.09,522,1.35,0.264,.600
148,877,698,601,0.394,3.39,723,1.33,0.257,.600
175,731,762,569,0.418,3.23,609,1.35,0.26,.600
201,773,857,650,0.448,3.68,674,1.29,0.271,.600
190,732,857,631,0.434,3.63,615,1.4,0.27,.600
179,772,720,601,0.419,3.57,649,1.24,0.258,.600
145,810,723,534,0.409,3,562,1.27,0.268,.600
199,693,772,613,0.442,3.47,461,1.36,0.269,.600
97,761,669,588,0.364,3.29,580,1.28,0.25,.600
193,712,746,627,0.426,3.52,537,1.31,0.26,.600
120,811,734,593,0.407,3.49,486,1.25,0.276,.600
180,836,841,671,0.421,3.55,673,1.28,0.266,.600
240,866,827,612,0.442,3.46,543,1.26,0.263,.600
158,829,710,653,0.421,3.78,423,1.31,0.27,.600
167,964,802,685,0.417,3.75,498,1.35,0.27,.600
140,1104,842,697,0.4,3.62,572,1.33,0.268,.600
204,886,878,690,0.441,3.79,523,1.3,0.278,.600
188,965,714,547,0.403,3.07,434,1.18,0.252,.600
110,1095,640,550,0.357,2.85,453,1.18,0.251,.600
106,955,642,501,0.353,2.72,562,1.1,0.247,.600
162,989,730,577,0.387,3.15,520,1.21,0.253,.600
150,934,774,600,0.399,3.14,554,1.22,0.254,.600
175,1070,755,601,0.409,3.32,514,1.21,0.258,.600
115,956,695,557,0.379,3.05,443,1.19,0.263,.600
185,1115,671,492,0.385,2.71,521,1.12,0.235,.600
175,897,779,517,0.414,2.83,634,1.15,0.265,.600
109,1012,632,541,0.351,2.99,527,1.18,0.242,.600
179,941,792,574,0.401,3.15,717,1.21,0.257,.600
153,940,744,605,0.403,3.23,501,1.25,0.262,.600
191,843,775,681,0.436,3.69,547,1.36,0.27,.600
158,793,742,530,0.398,2.99,672,1.18,0.261,.600
160,999,691,564,0.384,3.05,542,1.18,0.252,.600
124,806,707,557,0.38,3.21,606,1.24,0.251,.600
110,838,691,512,0.397,2.81,404,1.21,0.274,.600
137,801,741,621,0.383,3.4,639,1.29,0.254,.600
135,875,776,631,0.394,3.41,693,1.3,0.26,.600
139,943,798,561,0.401,2.97,597,1.18,0.272,.600
151,784,758,606,0.391,3.27,609,1.24,0.254,.600
124,663,840,586,0.401,3.37,691,1.31,0.271,.600
120,674,730,575,0.389,3.19,470,1.2,0.269,.600
141,790,857,633,0.424,3.51,681,1.31,0.28,.600
110,918,770,557,0.395,3.08,542,1.22,0.272,.600
148,737,719,653,0.393,3.74,560,1.31,0.261,.600
213,758,859,712,0.465,4.11,528,1.35,0.281,.600
146,850,822,651,0.436,3.52,522,1.28,0.277,.600
184,758,831,651,0.444,3.61,533,1.3,0.281,.600
191,930,769,582,0.418,3.22,588,1.24,0.266,.600
186,856,847,668,0.448,3.71,573,1.33,0.279,.600
172,706,796,657,0.424,3.54,582,1.35,0.267,.600
125,817,735,582,0.388,3.18,505,1.23,0.267,.600
181,786,757,582,0.419,3.26,608,1.22,0.261,.600
148,904,775,643,0.416,3.41,483,1.29,0.272,.600
156,789,805,640,0.413,3.64,587,1.33,0.273,.600
189,845,820,662,0.425,3.58,643,1.3,0.267,.600
64,593,464,440,0.385,3.73,375,1.3,0.267,.600
168,774,799,652,0.421,3.63,601,1.31,0.269,.600
157,877,800,650,0.413,3.67,527,1.25,0.262,.600
187,914,829,643,0.432,3.49,602,1.26,0.271,.600
176,907,839,660,0.425,3.69,620,1.31,0.267,.600
158,823,759,588,0.425,3.31,503,1.24,0.269,.600
134,1039,695,568,0.385,3.11,546,1.22,0.257,.600
87,798,747,572,0.379,3.1,586,1.23,0.264,.600
148,1083,783,578,0.401,3.11,631,1.22,0.263,.600
225,976,896,735,0.451,4.02,653,1.37,0.272,.600
156,983,800,620,0.399,3.44,580,1.3,0.263,.600
152,1100,703,532,0.396,2.91,544,1.15,0.256,.600
127,930,712,576,0.381,3.09,562,1.24,0.261,.600
164,831,733,570,0.391,3.18,651,1.22,0.254,.600
126,919,768,632,0.398,3.44,620,1.24,0.263,.600
138,948,682,569,0.388,3.14,493,1.24,0.254,.600
169,1036,767,559,0.408,3.14,560,1.22,0.262,.600
168,982,808,636,0.427,3.61,516,1.25,0.276,.600
139,656,670,534,0.462,4.34,530,1.42,0.29,.600
108,805,585,454,0.435,3.56,379,1.21,0.278,.600
207,926,840,607,0.479,3.83,542,1.31,0.291,.600
168,1087,645,540,0.409,3.44,520,1.25,0.25,.600
218,1033,952,769,0.475,4.35,671,1.39,0.293,.600
196,1139,812,681,0.429,3.91,586,1.35,0.268,.600
174,1196,791,581,0.426,3.18,597,1.21,0.27,.600
207,1080,965,656,0.46,3.82,653,1.25,0.288,.600
215,1232,826,581,0.453,3.25,548,1.22,0.272,.600
166,1187,874,620,0.436,3.5,621,1.29,0.28,.600
167,1217,749,635,0.409,3.63,604,1.3,0.253,.600
193,1111,900,731,0.453,4.13,718,1.38,0.282,.600
216,1198,908,676,0.459,3.77,588,1.32,0.277,.600
197,1197,840,661,0.436,3.63,608,1.3,0.266,.600
199,1117,884,645,0.439,3.59,640,1.25,0.264,.600
169,1051,927,627,0.445,3.54,614,1.2,0.288,.600
152,999,851,644,0.433,3.69,462,1.28,0.282,.600
223,1135,897,697,0.455,3.87,640,1.27,0.275,.600
205,1021,800,654,0.432,3.68,609,1.28,0.261,.600
165,1303,819,674,0.423,3.92,643,1.23,0.267,.600
164,1058,708,565,0.409,3.13,558,1.26,0.26,.600
230,1119,877,716,0.453,4.02,684,1.29,0.271,.600
235,992,907,740,0.475,4.1,545,1.36,0.284,.600
180,1006,755,638,0.425,3.73,593,1.32,0.264,.600
222,1132,949,768,0.472,4.18,659,1.29,0.282,.600
242,1058,897,808,0.458,4.69,670,1.37,0.268,.600
214,1041,855,659,0.46,3.75,548,1.25,0.278,.600
200,1040,741,645,0.425,3.61,435,1.25,0.262,.600
170,974,805,634,0.423,3.49,534,1.27,0.27,.600
159,1106,765,697,0.413,4,481,1.32,0.268,.600
184,1264,855,671,0.443,3.87,636,1.29,0.278,.600
244,1260,915,753,0.478,4.28,663,1.35,0.283,.600
153,1299,713,529,0.395,3.02,539,1.17,0.253,.600
194,1325,731,594,0.428,3.34,479,1.22,0.261,.600
